Életkor,Nem,Osztályzat_9,Osztályzat_10,Osztályzat_11,Osztályzat_12,Történelem,Matematika,Magyar Nyelv és Irodalom,Informatika,Biológia,Fizika,Angol,Német,Informatika_emelt,Biológia_emelt,Fizika_emelt,Angol_emelt,Német_emelt,Matematika_emelt,Történelem_emelt,Magyar Nyelv és Irodalom_emelt,Szülői Végzettség,Középiskola Presztízse,Extrakurrikuláris Tevékenységek,Tanulási Szokások,Munkatapasztalat,Ajánlások Száma,Versenyeken Való Részvétel,Vármegye,Felvételi Eredmény,ID
19,0,4.0,2.75,3.25,4.25,91,70,62,57,-1,-1,87,-1,1,-1,-1,0,-1,0,1,0,4,6.68,0,8,0,1,0,Hajdú-Bihar Vármegye,0.0,146
17,0,4.5,4.25,2.5,3.75,84,84,88,-1,85,-1,59,-1,-1,0,-1,1,-1,0,0,0,2,4.37,1,6,0,5,0,Somogy Vármegye,0.0,147
18,0,4.25,4.25,3.75,4.0,93,94,93,88,-1,-1,92,-1,0,-1,-1,1,-1,1,0,0,1,3.11,1,4,0,2,1,Győr-Moson-Sopron Vármegye,1.0,148
19,0,4.0,5.0,3.75,4.0,77,84,94,79,-1,-1,84,-1,1,-1,-1,0,-1,1,0,0,1,5.53,0,5,0,2,1,Bács-Kiskun Vármegye,1.0,149
17,0,3.0,3.25,4.75,5.0,84,79,76,91,-1,-1,95,-1,0,-1,-1,1,-1,0,1,0,3,4.96,1,3,0,3,1,Borsod-Abaúj-Zemplén Vármegye,1.0,150
18,1,4.75,3.25,4.25,3.25,98,91,88,-1,-1,73,94,-1,-1,-1,0,0,-1,1,0,0,2,7.43,1,5,0,2,0,Nógrád Vármegye,1.0,151
18,1,3.5,2.5,3.0,4.75,87,88,48,68,-1,-1,75,-1,1,-1,-1,0,-1,0,0,1,2,3.06,1,6,0,4,0,Zala Vármegye,0.0,152
19,1,2.75,4.25,3.0,4.0,72,76,87,-1,-1,82,72,-1,-1,-1,0,0,-1,1,1,0,4,9.49,1,3,0,2,0,Budapest,1.0,153
17,1,3.5,3.5,4.25,4.25,83,56,99,69,-1,-1,81,-1,0,-1,-1,1,-1,0,1,0,1,4.35,1,2,0,1,1,Zala Vármegye,0.0,154
17,1,4.25,3.5,4.75,4.5,74,73,55,-1,-1,64,99,-1,-1,-1,0,0,-1,0,1,0,2,5.8,0,3,0,6,0,Békés Vármegye,0.0,155
19,1,4.0,3.75,5.0,4.25,94,95,93,95,-1,-1,96,-1,1,-1,-1,0,-1,0,0,0,2,4.93,1,5,0,3,1,Budapest,1.0,156
19,1,4.0,4.75,4.0,3.75,77,94,89,93,-1,-1,-1,74,1,-1,-1,-1,0,0,1,0,2,5.71,1,1,0,1,0,Baranya Vármegye,0.0,157
18,0,4.5,3.75,3.5,3.25,76,89,97,-1,-1,69,99,-1,-1,-1,0,1,-1,0,0,0,2,5.42,0,6,1,2,1,Budapest,1.0,158
18,1,3.75,4.75,4.25,3.25,77,82,84,-1,71,-1,67,-1,-1,0,-1,1,-1,0,1,0,4,8.45,0,5,0,5,0,Budapest,0.0,159
18,0,3.5,4.25,4.0,4.5,80,79,95,-1,90,-1,65,-1,-1,1,-1,0,-1,0,0,0,2,4.86,1,6,0,3,1,Zala Vármegye,0.0,160
19,0,3.75,4.25,4.75,3.75,71,87,80,-1,71,-1,70,-1,-1,0,-1,1,-1,0,1,0,3,7.83,1,7,0,2,1,Bács-Kiskun Vármegye,0.0,161
19,1,3.75,3.25,3.25,3.0,69,82,75,-1,86,-1,53,-1,-1,0,-1,1,-1,0,1,0,2,2.6,1,4,0,1,0,Budapest,0.0,162
17,1,3.5,3.0,4.75,4.0,93,82,40,-1,-1,84,70,-1,-1,-1,1,0,-1,0,0,0,2,6.2,1,4,0,1,0,Somogy Vármegye,0.0,163
18,1,4.5,4.25,4.25,4.0,96,84,77,-1,93,-1,-1,83,-1,0,-1,-1,0,0,0,0,3,4.35,0,2,0,1,0,Budapest,0.0,164
17,0,4.25,3.0,3.5,4.25,58,80,64,-1,69,-1,75,-1,-1,1,-1,0,-1,0,0,0,3,4.75,1,3,0,3,0,Zala Vármegye,0.0,165
19,0,4.0,4.25,4.5,4.0,54,84,94,-1,-1,94,85,-1,-1,-1,0,1,-1,0,0,1,3,4.7,1,4,0,4,1,Pest Vármegye,1.0,166
19,1,4.0,3.5,4.75,4.5,84,78,88,-1,-1,94,77,-1,-1,-1,0,0,-1,0,0,1,2,6.32,1,5,0,5,1,Fejér Vármegye,1.0,167
17,1,4.25,3.75,4.5,4.75,82,97,83,98,-1,-1,-1,95,0,-1,-1,-1,0,1,0,0,2,5.78,1,6,0,1,0,Budapest,1.0,168
18,1,3.5,3.25,3.25,3.25,79,96,56,-1,75,-1,92,-1,-1,0,-1,1,-1,1,0,0,3,7.26,1,5,0,3,0,Zala Vármegye,0.0,169
19,1,3.5,3.25,3.75,3.75,40,60,78,84,-1,-1,78,-1,0,-1,-1,0,-1,0,0,1,2,6.29,0,5,0,3,0,Fejér Vármegye,0.0,170
19,0,4.75,4.25,4.75,4.75,85,99,94,97,-1,-1,-1,85,0,-1,-1,-1,0,0,1,0,1,4.47,1,5,0,1,1,Zala Vármegye,1.0,171
19,0,4.75,3.75,4.75,4.75,69,90,97,-1,93,-1,78,-1,-1,0,-1,1,-1,0,0,1,3,7.58,1,4,0,1,0,Heves Vármegye,0.0,172
19,1,2.75,3.0,3.75,3.0,78,82,78,-1,-1,84,-1,94,-1,-1,0,-1,0,1,0,0,2,4.91,0,4,0,4,0,Baranya Vármegye,0.0,173
19,1,4.5,2.75,3.75,3.25,91,81,88,-1,73,-1,61,-1,-1,0,-1,1,-1,0,1,0,1,4.23,1,8,0,2,0,Zala Vármegye,0.0,174
18,0,3.25,3.5,2.75,4.25,78,86,98,-1,-1,81,86,-1,-1,-1,0,1,-1,0,0,0,4,10.0,1,3,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,175
19,1,3.75,4.5,3.75,4.0,90,97,96,81,-1,-1,80,-1,0,-1,-1,1,-1,0,1,0,3,5.84,1,5,0,1,1,Veszprém Vármegye,0.0,176
19,1,4.0,4.75,4.75,4.75,72,82,67,-1,-1,89,-1,67,-1,-1,0,-1,0,0,0,0,1,2.88,1,8,0,4,0,Fejér Vármegye,0.0,177
18,1,3.0,4.5,4.75,4.75,95,92,88,86,-1,-1,89,-1,1,-1,-1,0,-1,0,0,0,3,5.35,1,5,0,1,0,Fejér Vármegye,1.0,178
19,1,4.0,4.0,4.5,4.0,95,74,86,-1,-1,96,85,-1,-1,-1,0,0,-1,1,1,0,1,3.26,0,4,0,5,0,Zala Vármegye,1.0,179
17,1,4.0,3.5,3.5,4.75,69,83,96,94,-1,-1,-1,64,0,-1,-1,-1,0,0,1,0,2,5.16,1,5,0,1,1,Hajdú-Bihar Vármegye,1.0,180
19,1,3.75,4.75,4.0,4.25,86,93,83,-1,80,-1,93,-1,-1,0,-1,1,-1,0,0,0,3,7.03,1,5,0,3,0,Bács-Kiskun Vármegye,0.0,181
17,0,3.0,4.25,4.5,4.25,76,79,76,96,-1,-1,82,-1,1,-1,-1,0,-1,0,0,0,3,8.29,0,5,0,1,0,Baranya Vármegye,1.0,182
18,0,3.5,3.25,3.5,3.25,53,60,94,-1,66,-1,77,-1,-1,0,-1,1,-1,0,0,1,4,5.9,1,8,0,2,0,Tolna Vármegye,0.0,183
19,0,4.5,3.25,3.5,4.5,74,53,83,-1,-1,72,77,-1,-1,-1,0,0,-1,1,0,1,2,4.57,0,6,0,2,0,Baranya Vármegye,0.0,184
18,1,3.75,3.5,4.75,4.25,71,85,63,72,-1,-1,48,-1,0,-1,-1,1,-1,0,0,1,4,6.87,1,4,0,2,0,Heves Vármegye,0.0,185
17,0,4.5,2.5,4.75,4.25,86,82,72,-1,-1,75,74,-1,-1,-1,0,1,-1,0,1,0,2,6.71,0,6,0,1,0,Békés Vármegye,0.0,186
17,1,3.5,3.25,4.0,3.5,83,82,88,-1,-1,80,95,-1,-1,-1,0,1,-1,0,1,0,2,2.31,1,5,0,2,0,Zala Vármegye,0.0,187
17,1,4.25,4.75,4.75,4.5,83,81,98,-1,90,-1,81,-1,-1,0,-1,1,-1,0,1,0,2,7.53,1,1,1,1,0,Zala Vármegye,0.0,188
17,1,4.25,2.75,4.5,4.25,75,91,97,-1,-1,64,65,-1,-1,-1,0,0,-1,0,1,0,3,6.41,0,8,0,4,1,Heves Vármegye,0.0,189
17,0,3.5,4.5,2.5,3.5,65,53,43,-1,65,-1,-1,54,-1,0,-1,-1,0,0,0,1,3,5.89,1,5,0,3,1,Borsod-Abaúj-Zemplén Vármegye,0.0,190
17,0,3.5,3.5,3.5,4.0,83,66,81,-1,-1,62,71,-1,-1,-1,0,1,-1,0,0,0,2,3.69,1,2,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,191
19,1,3.75,4.25,3.75,2.75,80,64,89,76,-1,-1,64,-1,0,-1,-1,1,-1,0,0,0,3,8.6,0,6,0,2,0,Baranya Vármegye,0.0,192
17,1,3.75,4.25,4.25,4.25,75,96,97,97,-1,-1,91,-1,0,-1,-1,0,-1,1,0,1,3,6.78,1,2,0,4,0,Bács-Kiskun Vármegye,1.0,193
19,0,2.75,4.25,3.75,4.0,85,68,97,90,-1,-1,-1,87,1,-1,-1,-1,0,0,0,0,1,3.78,1,5,0,1,1,Borsod-Abaúj-Zemplén Vármegye,1.0,194
19,0,4.5,4.0,4.0,3.25,96,88,81,93,-1,-1,-1,94,0,-1,-1,-1,1,0,0,1,2,2.36,0,3,0,2,0,Bács-Kiskun Vármegye,0.0,195
19,0,4.5,4.75,4.0,4.5,90,94,77,79,-1,-1,99,-1,0,-1,-1,0,-1,1,0,0,3,8.39,1,5,0,1,0,Budapest,1.0,196
17,1,3.5,4.5,4.0,4.25,99,95,96,83,-1,-1,93,-1,1,-1,-1,0,-1,1,0,0,3,6.33,1,5,0,5,0,Komárom-Esztergom Vármegye,1.0,197
19,0,4.0,4.75,3.5,4.5,79,91,91,-1,-1,85,85,-1,-1,-1,0,0,-1,1,0,0,1,5.38,1,4,0,1,0,Zala Vármegye,1.0,198
18,1,4.75,2.5,4.5,4.5,81,61,60,81,-1,-1,79,-1,0,-1,-1,1,-1,0,1,0,3,5.15,1,4,0,1,0,Pest Vármegye,0.0,199
19,0,4.5,4.25,4.75,4.0,91,78,84,84,-1,-1,79,-1,0,-1,-1,0,-1,1,0,1,2,5.14,1,4,0,3,1,Budapest,1.0,200
19,1,2.75,4.5,5.0,4.0,86,71,88,88,-1,-1,80,-1,1,-1,-1,0,-1,1,0,0,4,9.15,1,6,0,1,0,Győr-Moson-Sopron Vármegye,1.0,201
17,0,4.0,4.5,4.75,3.75,79,96,91,66,-1,-1,-1,70,0,-1,-1,-1,1,0,0,0,2,6.99,1,6,0,5,0,Budapest,0.0,202
17,0,4.5,2.75,4.75,3.75,72,67,82,-1,-1,41,76,-1,-1,-1,0,1,-1,0,0,0,1,2.3,0,6,0,2,0,Borsod-Abaúj-Zemplén Vármegye,0.0,203
18,0,4.0,4.0,3.25,3.25,86,87,71,-1,-1,88,-1,91,-1,-1,0,-1,1,0,1,0,3,4.26,1,5,0,3,1,Fejér Vármegye,1.0,204
19,0,3.25,3.5,3.75,3.5,89,62,67,96,-1,-1,89,-1,0,-1,-1,0,-1,0,1,0,1,2.91,0,4,0,1,1,Fejér Vármegye,0.0,205
18,0,4.25,3.75,4.5,3.0,84,81,56,74,-1,-1,22,-1,0,-1,-1,0,-1,1,0,1,2,4.33,1,6,0,3,0,Veszprém Vármegye,0.0,206
17,1,3.75,3.25,4.25,3.75,59,75,56,-1,81,-1,85,-1,-1,1,-1,1,-1,0,0,0,3,8.6,1,6,0,2,1,Baranya Vármegye,0.0,207
17,0,4.0,3.75,3.0,4.0,90,80,74,64,-1,-1,92,-1,1,-1,-1,1,-1,0,0,0,1,2.92,0,5,0,2,1,Baranya Vármegye,0.0,208
19,1,4.0,3.5,3.0,4.0,87,78,74,-1,77,-1,71,-1,-1,0,-1,0,-1,0,0,0,2,6.41,1,6,0,1,1,Csongrád Vármegye,0.0,209
19,0,4.0,3.0,4.0,3.5,91,95,93,-1,88,-1,79,-1,-1,0,-1,1,-1,0,0,0,2,5.6,1,3,0,1,0,Vas Vármegye,0.0,210
17,1,2.75,3.5,3.25,3.0,24,96,89,86,-1,-1,75,-1,1,-1,-1,0,-1,0,1,0,3,7.66,0,1,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,211
18,0,4.5,4.0,4.0,4.75,84,67,87,93,-1,-1,88,-1,1,-1,-1,1,-1,0,0,0,3,6.64,1,4,0,1,0,Borsod-Abaúj-Zemplén Vármegye,1.0,212
19,0,4.0,4.5,4.25,4.75,71,93,85,-1,-1,89,88,-1,-1,-1,0,1,-1,1,0,0,2,6.27,1,3,0,1,0,Baranya Vármegye,1.0,213
17,1,3.0,3.0,3.25,3.25,47,12,74,-1,68,-1,66,-1,-1,0,-1,1,-1,1,0,0,3,8.54,0,7,0,5,0,Budapest,0.0,214
18,0,4.0,4.75,3.25,3.5,65,96,79,92,-1,-1,-1,88,0,-1,-1,-1,0,1,0,0,2,5.96,1,4,0,2,0,Komárom-Esztergom Vármegye,1.0,215
18,1,3.25,4.25,3.75,4.0,71,87,47,79,-1,-1,62,-1,1,-1,-1,0,-1,0,0,1,2,4.07,0,3,0,3,0,Tolna Vármegye,1.0,216
19,0,4.75,4.25,4.0,4.75,96,100,100,94,-1,-1,-1,93,1,-1,-1,-1,0,0,0,0,3,7.01,1,1,0,3,0,Békés Vármegye,1.0,217
18,0,3.0,4.25,4.0,4.25,90,59,84,88,-1,-1,97,-1,1,-1,-1,0,-1,0,1,0,1,1.92,1,5,1,3,0,Budapest,1.0,218
17,0,3.25,4.75,3.5,3.5,86,93,90,-1,-1,71,68,-1,-1,-1,0,0,-1,0,0,0,2,7.11,1,5,0,1,1,Zala Vármegye,0.0,219
17,1,4.75,2.75,4.5,3.25,84,73,82,-1,96,-1,-1,85,-1,0,-1,-1,0,0,1,0,1,5.74,1,5,0,2,0,Bács-Kiskun Vármegye,0.0,220
17,1,4.75,4.0,3.5,4.75,77,67,87,79,-1,-1,88,-1,0,-1,-1,1,-1,1,0,0,1,1.0,1,3,0,1,1,Zala Vármegye,1.0,221
17,0,2.25,4.0,4.0,3.5,54,73,78,-1,74,-1,77,-1,-1,0,-1,1,-1,0,0,0,3,5.06,1,2,0,2,0,Győr-Moson-Sopron Vármegye,0.0,222
17,1,3.25,3.5,3.75,4.25,89,90,87,-1,-1,94,87,-1,-1,-1,0,1,-1,1,0,0,3,6.1,1,4,0,2,0,Békés Vármegye,1.0,223
19,0,2.75,4.75,2.25,3.5,97,75,81,91,-1,-1,72,-1,1,-1,-1,0,-1,0,0,0,3,4.4,1,2,0,1,0,Budapest,1.0,224
18,0,3.0,4.0,3.5,4.0,75,69,80,83,-1,-1,53,-1,0,-1,-1,1,-1,0,0,1,1,2.97,0,6,0,1,0,Győr-Moson-Sopron Vármegye,0.0,225
17,0,3.0,4.75,3.25,3.25,81,54,69,77,-1,-1,71,-1,0,-1,-1,1,-1,0,0,0,2,3.0,0,4,0,2,0,Győr-Moson-Sopron Vármegye,0.0,226
17,0,4.0,4.25,2.75,4.5,92,94,93,92,-1,-1,79,-1,0,-1,-1,1,-1,0,0,1,3,6.67,1,5,0,3,0,Nógrád Vármegye,0.0,227
18,1,3.75,4.25,3.25,4.25,74,68,77,52,-1,-1,43,-1,0,-1,-1,1,-1,0,1,0,3,5.59,0,5,1,1,0,Pest Vármegye,0.0,228
17,1,3.25,2.25,4.25,3.75,87,89,80,-1,-1,71,79,-1,-1,-1,0,0,-1,0,1,0,2,8.3,0,3,0,3,0,Veszprém Vármegye,0.0,229
17,0,4.25,3.25,4.25,4.25,96,43,88,61,-1,-1,91,-1,0,-1,-1,0,-1,0,0,1,2,5.03,0,5,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,230
19,0,4.25,3.75,4.0,3.25,79,69,82,-1,-1,90,91,-1,-1,-1,1,0,-1,0,0,0,2,5.57,1,4,1,1,0,Békés Vármegye,0.0,231
17,0,3.0,3.0,3.25,4.5,73,75,70,80,-1,-1,-1,89,1,-1,-1,-1,0,0,0,0,2,4.87,0,3,0,2,1,Békés Vármegye,0.0,232
19,0,4.25,2.5,4.5,3.0,81,88,67,80,-1,-1,96,-1,0,-1,-1,0,-1,1,0,0,3,5.84,1,1,0,1,0,Komárom-Esztergom Vármegye,1.0,233
19,1,4.0,4.75,5.0,4.0,74,61,55,93,-1,-1,84,-1,0,-1,-1,1,-1,0,0,0,3,9.11,1,4,0,2,1,Heves Vármegye,1.0,234
18,0,4.25,4.25,2.75,4.25,86,80,75,-1,-1,69,-1,64,-1,-1,0,-1,0,0,0,1,1,4.71,1,4,0,1,0,Budapest,0.0,235
19,1,4.0,3.75,4.5,4.25,50,95,56,87,-1,-1,75,-1,1,-1,-1,0,-1,0,0,0,1,6.64,0,5,0,1,0,Budapest,1.0,236
18,0,4.0,4.5,3.5,4.25,84,99,93,86,-1,-1,73,-1,0,-1,-1,1,-1,0,0,0,2,4.85,1,3,0,2,0,Baranya Vármegye,0.0,237
18,0,4.5,4.0,5.0,4.25,91,85,91,92,-1,-1,90,-1,0,-1,-1,1,-1,0,0,0,3,8.2,1,5,0,2,0,Zala Vármegye,0.0,238
19,1,3.5,3.25,3.0,4.25,80,86,88,-1,-1,72,94,-1,-1,-1,1,0,-1,0,0,0,3,4.21,1,6,1,3,0,Bács-Kiskun Vármegye,1.0,239
19,1,3.75,4.5,3.75,4.0,98,85,94,-1,-1,55,97,-1,-1,-1,0,0,-1,0,1,0,1,1.36,1,1,0,4,0,Nógrád Vármegye,0.0,240
18,1,3.0,4.0,4.5,3.75,70,39,41,-1,-1,82,93,-1,-1,-1,0,0,-1,0,1,0,3,4.74,1,3,0,3,0,Komárom-Esztergom Vármegye,0.0,241
17,1,4.75,3.75,3.75,3.75,80,60,87,88,-1,-1,83,-1,1,-1,-1,1,-1,0,0,0,3,6.77,0,4,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,242
19,0,4.5,3.75,4.25,4.0,79,91,79,-1,74,-1,83,-1,-1,0,-1,1,-1,0,0,0,2,7.89,0,1,0,4,1,Baranya Vármegye,0.0,243
18,1,3.0,4.75,4.5,4.75,93,90,87,-1,93,-1,92,-1,-1,0,-1,0,-1,0,0,0,2,7.64,1,3,0,1,0,Csongrád Vármegye,0.0,244
17,1,5.0,4.75,3.25,4.0,91,97,84,83,-1,-1,83,-1,0,-1,-1,0,-1,1,1,0,1,4.19,1,6,0,1,0,Budapest,1.0,245
17,1,3.0,4.25,4.5,3.0,78,93,91,-1,94,-1,-1,91,-1,0,-1,-1,0,0,0,0,2,5.13,0,2,0,1,1,Veszprém Vármegye,0.0,246
18,0,4.25,4.25,4.25,4.0,94,93,96,-1,87,-1,94,-1,-1,0,-1,0,-1,0,1,0,1,4.08,1,6,0,2,0,Zala Vármegye,0.0,247
19,0,4.25,3.5,4.5,4.0,87,78,73,72,-1,-1,73,-1,0,-1,-1,1,-1,0,0,0,2,4.35,1,4,0,2,1,Csongrád Vármegye,0.0,248
17,0,2.75,4.5,4.0,3.75,95,77,73,91,-1,-1,-1,90,1,-1,-1,-1,0,0,0,1,2,7.36,1,5,0,1,1,Szabolcs-Szatmár-Bereg Vármegye,1.0,249
19,1,4.0,3.75,4.75,4.5,94,71,88,84,-1,-1,66,-1,1,-1,-1,1,-1,0,0,0,1,4.14,0,6,0,1,0,Nógrád Vármegye,0.0,250
17,1,4.25,3.0,4.75,4.25,68,83,86,-1,-1,91,65,-1,-1,-1,0,1,-1,0,0,0,3,7.8,0,6,1,6,0,Békés Vármegye,1.0,251
18,1,3.75,4.0,3.5,4.0,98,85,92,96,-1,-1,91,-1,0,-1,-1,1,-1,0,0,0,2,2.56,1,5,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,252
19,0,4.0,3.5,3.5,3.5,80,74,89,84,-1,-1,-1,90,1,-1,-1,-1,0,0,0,0,4,7.15,1,5,0,4,0,Zala Vármegye,1.0,253
17,0,5.0,3.75,4.25,4.75,53,92,93,93,-1,-1,93,-1,1,-1,-1,0,-1,0,1,0,4,8.35,1,3,0,3,0,Vas Vármegye,1.0,254
17,0,4.75,3.25,4.75,4.0,98,86,94,95,-1,-1,83,-1,0,-1,-1,0,-1,1,0,1,2,6.13,1,6,0,2,0,Baranya Vármegye,0.0,255
18,1,4.25,4.0,4.0,4.25,94,82,81,-1,-1,98,63,-1,-1,-1,0,1,-1,0,0,0,1,6.07,1,4,0,3,1,Zala Vármegye,0.0,256
19,0,3.25,4.0,4.5,3.75,88,80,73,-1,-1,72,79,-1,-1,-1,0,1,-1,0,1,0,2,4.32,0,5,0,2,1,Budapest,1.0,257
19,0,4.0,4.25,4.25,4.0,77,89,96,83,-1,-1,83,-1,0,-1,-1,0,-1,0,0,1,2,6.52,0,1,0,1,1,Bács-Kiskun Vármegye,1.0,258
17,0,4.75,4.75,4.0,4.5,84,93,72,-1,82,-1,84,-1,-1,0,-1,1,-1,1,0,0,3,6.97,0,4,1,2,1,Zala Vármegye,0.0,259
17,1,4.25,4.0,4.5,4.25,95,88,72,-1,83,-1,97,-1,-1,0,-1,1,-1,0,1,0,4,6.34,1,5,0,2,0,Zala Vármegye,0.0,260
17,1,4.5,4.75,4.5,3.25,95,91,95,-1,-1,73,84,-1,-1,-1,1,0,-1,1,0,0,3,5.87,0,1,0,5,0,Győr-Moson-Sopron Vármegye,1.0,261
18,0,4.0,4.25,3.75,3.25,61,83,77,-1,-1,65,79,-1,-1,-1,0,0,-1,0,0,1,3,7.5,1,4,0,4,0,Zala Vármegye,0.0,262
18,1,4.25,4.0,4.75,2.75,85,90,85,-1,92,-1,-1,81,-1,0,-1,-1,0,0,0,1,2,4.95,1,4,0,1,1,Budapest,0.0,263
18,1,4.75,3.75,3.75,4.25,96,95,87,82,-1,-1,87,-1,0,-1,-1,0,-1,1,0,0,4,10.0,1,4,0,2,1,Zala Vármegye,1.0,264
18,1,4.5,4.5,3.75,4.75,93,93,100,96,-1,-1,93,-1,0,-1,-1,1,-1,0,0,0,2,2.68,1,2,0,1,1,Budapest,1.0,265
18,1,2.75,3.25,4.25,4.5,93,84,74,-1,-1,72,86,-1,-1,-1,0,1,-1,0,0,0,1,5.27,0,6,0,1,0,Borsod-Abaúj-Zemplén Vármegye,0.0,266
19,1,4.75,4.25,4.0,4.25,78,97,92,-1,-1,98,94,-1,-1,-1,0,1,-1,0,1,0,2,6.9,1,5,0,1,0,Győr-Moson-Sopron Vármegye,0.0,267
18,0,3.0,3.25,3.25,4.0,81,72,86,91,-1,-1,86,-1,0,-1,-1,1,-1,1,0,0,2,2.91,1,4,0,2,1,Budapest,1.0,268
19,0,4.75,3.5,4.0,4.5,91,98,98,-1,-1,78,65,-1,-1,-1,0,1,-1,0,0,0,3,8.1,1,6,0,1,0,Borsod-Abaúj-Zemplén Vármegye,0.0,269
18,1,4.5,2.75,4.0,3.75,72,72,69,-1,54,-1,96,-1,-1,0,-1,1,-1,0,0,0,3,7.45,0,2,0,2,0,Nógrád Vármegye,0.0,270
18,0,4.5,2.5,3.0,4.25,86,73,39,57,-1,-1,83,-1,1,-1,-1,1,-1,0,0,0,2,2.46,0,6,0,2,1,Hajdú-Bihar Vármegye,0.0,271
18,1,3.25,3.75,4.0,4.75,73,65,68,46,-1,-1,69,-1,0,-1,-1,1,-1,0,1,0,5,9.62,0,5,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,272
17,0,3.0,3.5,4.5,4.5,94,71,95,-1,88,-1,62,-1,-1,1,-1,0,-1,0,1,0,1,3.78,1,4,0,3,1,Borsod-Abaúj-Zemplén Vármegye,0.0,273
19,0,3.25,4.25,4.5,4.25,85,92,65,72,-1,-1,89,-1,0,-1,-1,0,-1,0,1,1,3,6.55,1,3,0,2,0,Baranya Vármegye,0.0,274
19,1,3.75,4.25,3.75,3.5,88,75,87,93,-1,-1,-1,92,0,-1,-1,-1,0,0,0,0,1,3.82,0,3,0,3,0,Bács-Kiskun Vármegye,0.0,275
19,0,3.75,4.25,4.75,3.5,73,63,79,82,-1,-1,73,-1,0,-1,-1,1,-1,1,0,0,4,5.93,1,4,1,3,0,Vas Vármegye,1.0,276
18,1,3.5,3.5,3.0,4.0,98,68,92,80,-1,-1,73,-1,0,-1,-1,0,-1,0,1,0,1,4.12,1,5,0,3,0,Zala Vármegye,0.0,277
19,0,4.0,3.75,3.5,3.0,80,68,66,-1,83,-1,-1,47,-1,0,-1,-1,0,0,0,0,2,5.11,1,6,0,1,0,Pest Vármegye,0.0,278
17,0,4.0,4.75,4.0,4.0,84,90,73,-1,78,-1,87,-1,-1,0,-1,0,-1,1,0,0,3,5.28,1,6,0,6,0,Baranya Vármegye,0.0,279
18,0,4.0,2.75,2.75,3.75,78,86,55,51,-1,-1,80,-1,1,-1,-1,0,-1,0,0,0,3,7.5,0,4,0,3,1,Borsod-Abaúj-Zemplén Vármegye,1.0,280
18,0,3.25,4.25,4.0,3.0,85,70,93,37,-1,-1,-1,72,0,-1,-1,-1,0,0,0,0,3,7.35,1,3,0,3,0,Baranya Vármegye,0.0,281
18,0,4.0,4.75,3.0,4.25,90,64,63,75,-1,-1,-1,59,1,-1,-1,-1,0,0,0,1,2,3.24,0,5,0,1,0,Tolna Vármegye,0.0,282
19,1,3.0,4.0,4.0,3.75,90,82,99,-1,99,-1,88,-1,-1,0,-1,0,-1,1,1,0,2,5.5,0,3,0,3,0,Somogy Vármegye,0.0,283
17,1,4.25,4.25,3.75,2.75,77,88,81,93,-1,-1,73,-1,0,-1,-1,1,-1,0,1,0,2,3.72,0,3,0,2,1,Zala Vármegye,0.0,284
18,1,4.0,3.0,4.0,3.5,47,75,88,32,-1,-1,87,-1,1,-1,-1,1,-1,0,0,0,2,5.36,1,2,0,3,0,Zala Vármegye,0.0,285
19,1,3.75,3.75,4.25,4.0,95,49,55,93,-1,-1,96,-1,1,-1,-1,1,-1,0,0,0,4,8.5,1,3,0,1,0,Hajdú-Bihar Vármegye,0.0,286
18,1,3.5,4.0,4.5,3.75,55,83,97,64,-1,-1,67,-1,0,-1,-1,0,-1,0,1,0,2,5.34,1,6,0,3,0,Bács-Kiskun Vármegye,0.0,287
17,0,4.25,4.75,2.5,3.5,43,73,66,-1,-1,67,-1,65,-1,-1,0,-1,1,0,0,0,4,7.32,1,5,0,2,0,Somogy Vármegye,0.0,288
18,1,3.0,3.75,4.5,3.75,84,96,90,86,-1,-1,84,-1,1,-1,-1,0,-1,0,1,0,2,3.38,1,7,0,1,0,Heves Vármegye,1.0,289
17,1,3.0,4.75,4.25,4.5,86,87,93,95,-1,-1,91,-1,1,-1,-1,1,-1,0,0,0,4,6.33,0,5,0,3,0,Hajdú-Bihar Vármegye,1.0,290
18,1,3.5,4.0,4.75,2.75,66,89,56,97,-1,-1,63,-1,0,-1,-1,1,-1,0,0,0,2,4.12,0,8,0,2,1,Fejér Vármegye,1.0,291
17,0,3.5,4.25,3.0,4.5,95,86,52,-1,-1,87,-1,86,-1,-1,0,-1,0,0,1,0,3,6.69,0,5,0,3,0,Nógrád Vármegye,0.0,292
19,1,3.25,3.75,3.75,2.5,83,85,52,-1,-1,97,71,-1,-1,-1,0,1,-1,0,1,0,3,3.09,1,4,0,1,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,293
18,0,4.0,3.75,4.0,4.25,58,69,64,-1,-1,76,63,-1,-1,-1,0,1,-1,0,0,0,2,4.97,1,1,0,1,0,Zala Vármegye,0.0,294
